iter	RMSE
154	4.999190787
155	4.993100797
156	4.988373227
157	4.983740227
158	4.979230789
159	4.977365787
160	4.974851173
161	4.973204849
162	4.967934256
163	4.962610859
164	4.958526711
165	4.953267066
166	4.952166442
167	4.947784559
168	4.941165918
169	4.93729379
170	4.933098001
171	4.928511016
172	4.926909455
173	4.923419422
174	4.920189686
175	4.914800401
176	4.910467021
177	4.907530971
178	4.9058762
179	4.899189764
180	4.894471987
181	4.889727045
182	4.884448586
183	4.879390465
184	4.875252381
185	4.871630983
186	4.869021784
187	4.863050963
188	4.860053164
189	4.857348733
190	4.855164022
191	4.853098016
192	4.849266046
193	4.840977784
194	4.838944124
195	4.835859445
196	4.832857742
197	4.828737289
198	4.825982051
199	4.823048928
200	4.817393273
201	4.81368907
202	4.8100374
203	4.805815606
204	4.803640524
205	4.799228428
206	4.794136725
207	4.79000135
208	4.787916737
209	4.785423406
210	4.783613541
211	4.78113102
212	4.776898665
213	4.771485563
214	4.767733146
215	4.764475368
216	4.759963672
217	4.755560056
218	4.749494044
219	4.745147883
220	4.742314295
221	4.740588332
222	4.736269746
223	4.732720828
224	4.730345314
225	4.728534957
226	4.72643807
227	4.725003937
228	4.720263443
229	4.717132507
230	4.713956834
231	4.711946271
232	4.709493998
233	4.707309096
234	4.705545513
235	4.6981805
236	4.694110097
237	4.688547203
238	4.687177393
239	4.6807397
240	4.678215498
241	4.673601063
242	4.66979508
243	4.667279939
244	4.665212499
245	4.659775266
246	4.657717401
247	4.654812296
248	4.649359799
249	4.646294346
250	4.644754272
251	4.640952967
252	4.639160878
253	4.634358831
254	4.633124373
255	4.629548937
256	4.624783687
257	4.622622391
258	4.621621803
259	4.62107536
260	4.614707947
261	4.611910927
262	4.608283486
263	4.605069665
264	4.599888812
265	4.598196503
266	4.596069593
267	4.591015739
268	4.58425207
269	4.582124009
270	4.578005731
271	4.573878627
272	4.570643588
273	4.56775827
274	4.563126797
275	4.562441047
276	4.557927579
277	4.555655082
278	4.550691713
279	4.548257031
280	4.546977091
281	4.543438578
282	4.541458211
283	4.53919855
284	4.5361947
285	4.530925382
286	4.527480924
287	4.525027904
288	4.523752711
289	4.518151542
290	4.516997585
291	4.511166576
292	4.50548095
293	4.499943903
294	4.497411678
295	4.496548255
296	4.489741277
297	4.486071267
298	4.48491988
299	4.484122074
300	4.482847238
301	4.480725318
302	4.476694485
303	4.475442994
304	4.475198533
305	4.469876124
306	4.464462964
307	4.463518548
308	4.459387353
309	4.456956181
310	4.454492029
311	4.451723422
312	4.446194417
313	4.444693765
314	4.443959864
315	4.443524082
316	4.44183452
317	4.436955944
318	4.431299234
319	4.430546289
320	4.42641958
321	4.426004102
322	4.422881591
323	4.415428578
324	4.412654336
325	4.409192916
326	4.405242136
327	4.404827363
328	4.404035209
329	4.402765627
330	4.397958658
331	4.3971516
332	4.391878125
333	4.386300873
334	4.382845372
335	4.382450174
336	4.378613931
337	4.375695044
338	4.373699857
339	4.372542835
340	4.36743551
341	4.362993394
342	4.358374257
343	4.354385368
344	4.352149637
345	4.351734337
346	4.348145998
347	4.346667639
348	4.343252486
349	4.341459095
350	4.337910115
351	4.334515118
352	4.331984453
353	4.327936515
354	4.326357664
355	4.326038569
356	4.324838693
357	4.319097594
358	4.318074856
359	4.312702788
360	4.308000098
361	4.305171496
362	4.303806131
363	4.299371624
364	4.297704654
365	4.295062622
366	4.291317927
367	4.288038489
368	4.286198224
369	4.282044744
370	4.280272879
371	4.276046081
372	4.271951772
373	4.269885653
374	4.26539248
375	4.262499818
376	4.260073986
377	4.256950067
378	4.25189243
379	4.24969173
380	4.245681754
381	4.24265078
382	4.237777105
383	4.233869195
384	4.230723621
385	4.227471997
386	4.227135566
387	4.222877783
388	4.220487046
389	4.217890504
390	4.215766503
391	4.213551371
392	4.210066754
393	4.205685793
394	4.20483074
395	4.202734627
396	4.198874703
397	4.196968496
398	4.19270822
399	4.189055181
400	4.184072013
401	4.181884215
402	4.177847454
403	4.171358618
404	4.169322775
405	4.164536809
406	4.163144627
407	4.160018289
408	4.157077393
409	4.152500924
410	4.14972958
411	4.145354813
412	4.144536098
413	4.142254691
414	4.137731823
415	4.135741894
416	4.1329845
417	4.131072929
418	4.127772897
419	4.123212448
420	4.122761224
421	4.122215535
422	4.120725999
423	4.115818503
424	4.112533482
425	4.10923824
426	4.10717615
427	4.104022674
428	4.101862645
429	4.100155137
430	4.097154329
431	4.091989127
432	4.091525215
433	4.088149594
434	4.083598184
435	4.083049691
436	4.078097972
437	4.073531906
438	4.071504529
439	4.071214061
440	4.067822267
441	4.066282571
442	4.063012306
443	4.062493682
444	4.058927189
445	4.05754671
446	4.056667975
447	4.056250864
448	4.051608835
449	4.045795259
450	4.043466631
451	4.041269368
452	4.038641255
453	4.037024891
454	4.036250019
455	4.034574072
456	4.031413915
457	4.027913367
458	4.025729196
459	4.02216055
460	4.017730281
461	4.014298921
462	4.010115463
463	4.009457415
464	4.00727006
465	4.006995407
466	4.005012433
467	4.002364179
468	3.998745809
469	3.998479536
470	3.994379213
471	3.991005032
472	3.990730311
473	3.988379959
474	3.986282532
475	3.98595523
476	3.985550195
477	3.981688426
478	3.979837516
479	3.978521447
480	3.977670286
481	3.974119248
482	3.972465417
483	3.970104495
484	3.966068782
485	3.964450224
486	3.959904248
487	3.956578566
488	3.95348598
489	3.951050476
490	3.946344572
491	3.945485859
492	3.94120339
493	3.939446362
494	3.93906582
495	3.936988343
496	3.936169441
497	3.93220145
498	3.927475381
499	3.923411806
500	3.922548614
501	3.91913497
502	3.918900676
503	3.918077869
504	3.915668473
505	3.914417267
506	3.911637477
507	3.908052716
508	3.906557581
509	3.903545421
510	3.901570341
511	3.897149549
512	3.895945046
513	3.89393268
514	3.893709697
515	3.892252039
516	3.888383868
517	3.887845956
518	3.885888543
519	3.883415088
520	3.883075882
521	3.879104935
522	3.877683702
523	3.877074414
524	3.873500716
525	3.873433844
526	3.870922693
527	3.867215167
528	3.864207971
529	3.861549245
530	3.85978435
531	3.855977341
532	3.853602084
533	3.852235351
534	3.849211081
535	3.848019456
536	3.844349053
537	3.841884017
538	3.841279001
539	3.837325491
540	3.834757561
541	3.83159245
542	3.829217408
543	3.826788183
544	3.823119759
545	3.818693621
546	3.816054459
547	3.812678128
548	3.810333568
549	3.806988977
550	3.803112404
551	3.799539349
552	3.798887692
553	3.798432443
554	3.79550391
555	3.792561209
556	3.789199856
557	3.785242284
558	3.784884166
559	3.781162824
560	3.777734184
561	3.773027341
562	3.772832892
563	3.7683783
564	3.766792527
565	3.765148371
566	3.761674989
567	3.758797733
568	3.757215258
569	3.756040392
570	3.754797775
571	3.751801086
572	3.748979703
573	3.748577331
574	3.748049142
575	3.747600517
576	3.745670672
577	3.74396291
578	3.743872996
579	3.742266327
580	3.739118818
581	3.738966771
582	3.735479284
583	3.734355663
584	3.732648648
585	3.730306921
586	3.729790906
587	3.727000764
588	3.7236572
589	3.723018927
590	3.720879472
591	3.718020617
592	3.715215187
593	3.711927218
594	3.71006362
595	3.709440698
596	3.708674691
597	3.708314968
598	3.707694556
599	3.705018811
600	3.704078576
601	3.701344725
602	3.700378183
603	3.697884263
604	3.697656392
605	3.694675774
606	3.68999185
607	3.686553749
608	3.683653102
609	3.680307426
610	3.67896973
611	3.677100411
612	3.6747209
613	3.674588696
614	3.672217909
615	3.670995201
616	3.668338612
617	3.667786382
618	3.664628476
619	3.663049166
620	3.662419391
621	3.658174753
622	3.65600408
623	3.655549436
624	3.653243935
625	3.652936325
626	3.64847169
627	3.64530094
628	3.642501874
629	3.640378073
630	3.639320594
631	3.636095669
632	3.632220539
633	3.629790162
634	3.628017278
635	3.626662448
636	3.626461447
637	3.625474698
638	3.623560917
639	3.623384176
640	3.619938972
641	3.616948077
642	3.613318233
643	3.609510967
644	3.606483474
645	3.60495279
646	3.604289769
647	3.603860495
648	3.600214217
649	3.596081948
650	3.59427357
651	3.590063445
652	3.588534735
653	3.585466026
654	3.58471798
655	3.582539435
656	3.582128097
657	3.579259756
658	3.578403727
659	3.575669751
660	3.57288371
661	3.570644443
662	3.568760179
663	3.566966382
664	3.566886359
665	3.566726172
666	3.564023229
667	3.561945463
668	3.559354039
669	3.557008535
670	3.55431038
671	3.552680795
672	3.551487924
673	3.549517108
674	3.546542989
675	3.543915354
676	3.543650661
677	3.540973767
678	3.538423767
679	3.536497427
680	3.534953425
681	3.531521169
682	3.530162283
683	3.527966462
684	3.526158724
685	3.523996294
686	3.523136658
687	3.522587961
688	3.5214055
689	3.519973021
690	3.517886082
691	3.515739871
692	3.512373293
693	3.509650173
694	3.509551179
695	3.507968272
696	3.507938158
697	3.507528854
698	3.50607102
699	3.504213119
700	3.502441354
701	3.498968069
702	3.495791125
703	3.494971874
704	3.491732636
705	3.490307421
706	3.488231012
707	3.48576708
708	3.484909211
709	3.484810121
710	3.482843957
711	3.480385804
712	3.478687727
713	3.477109704
714	3.475522341
715	3.471435853
716	3.468612085
717	3.466276069
718	3.464734791
719	3.463115505
720	3.461808456
721	3.461452516
722	3.461112944
723	3.461022351
724	3.458988439
725	3.455882964
726	3.453849847
727	3.452338472
728	3.452124042
729	3.450099878
730	3.448636096
731	3.448494434
732	3.444712513
733	3.444013645
734	3.442603196
735	3.441430792
736	3.438689777
737	3.434844074
738	3.43356246
739	3.430347975
740	3.427587577
741	3.426088996
742	3.424240526
743	3.421659108
744	3.419124786
745	3.41810504
746	3.414487276
747	3.413461411
748	3.412462276
749	3.410372867
750	3.407513572
751	3.406155703
752	3.404342785
753	3.401887059
754	3.400479289
755	3.398152485
756	3.395818005
757	3.395486976
758	3.39446697
759	3.391985203
760	3.390784207
761	3.389113104
762	3.388657382
763	3.387862267
764	3.384997141
765	3.383102396
766	3.382832852
767	3.379038112
768	3.376110622
769	3.373593389
770	3.372264775
771	3.370710867
772	3.367632608
773	3.365084835
774	3.36232913
775	3.361106567
776	3.357604743
777	3.355955103
778	3.355087857
779	3.353516355
780	3.351461502
781	3.350807308
782	3.348837998
783	3.346036859
784	3.344773627
785	3.343089522
786	3.342258504
787	3.339971793
788	3.337694907
789	3.33580885
790	3.333351076
791	3.332570141
792	3.332016754
793	3.330471223
794	3.329033811
795	3.327905478
796	3.325500214
797	3.324007223
798	3.322534988
799	3.321675401
800	3.319045912
801	3.315440989
802	3.314517427
803	3.312559822
804	3.312156586
805	3.310156464
806	3.30809795
807	3.307127866
808	3.306703073
809	3.306624658
810	3.304762559
811	3.303302007
812	3.302471003
813	3.302280444
814	3.299431401
815	3.297635282
816	3.297084935
817	3.296261606
818	3.294592489
819	3.292993285
820	3.29042805
821	3.288333855
822	3.286394277
823	3.284231796
824	3.282997469
825	3.280034078
826	3.278793178
827	3.2767722
828	3.276697031
829	3.275544265
830	3.274111959
831	3.270751445
832	3.268957831
833	3.26888401
834	3.266274593
835	3.26470967
836	3.263473458
837	3.261597527
838	3.258591128
839	3.256892052
840	3.254601838
841	3.254010385
842	3.253410528
843	3.253036196
844	3.251456644
845	3.249608446
846	3.248092248
847	3.245907122
848	3.244229469
849	3.242928193
850	3.240853693
851	3.2389395
852	3.236720295
853	3.236114751
854	3.235222688
855	3.232927278
856	3.231562788
857	3.231349001
858	3.231220584
859	3.231005459
860	3.23094555
861	3.22877193
862	3.227584696
863	3.22627593
864	3.224153943
865	3.222657898
866	3.219616947
867	3.218325049
868	3.216853203
869	3.215898086
870	3.212500193
871	3.209824193
872	3.208260473
873	3.206221126
874	3.20404427
875	3.202230739
876	3.201368068
877	3.199540553
878	3.198193004
879	3.195544621
880	3.194007145
881	3.192509943
882	3.188971358
883	3.188388625
884	3.187082186
885	3.184107508
886	3.181831143
887	3.180681453
888	3.178506563
889	3.177514209
890	3.175811311
891	3.173727322
892	3.172118229
893	3.170784239
894	3.168191667
895	3.164977105
896	3.16268219
897	3.160774106
898	3.158204749
899	3.157130443
900	3.155527739
901	3.154799709
902	3.153644735
903	3.152029979
904	3.150708455
905	3.149490811
906	3.146664019
907	3.1450505
908	3.143275567
909	3.143103473
910	3.141921634
911	3.14077439
912	3.140704859
913	3.138531567
914	3.137907272
915	3.137017457
916	3.135949661
917	3.134943567
918	3.133356143
919	3.132153511
920	3.130926165
921	3.127776436
922	3.12632898
923	3.125973941
924	3.125558051
925	3.123850053
926	3.123169439
927	3.122103432
928	3.119525906
929	3.119201123
930	3.118685171
931	3.116778771
932	3.114854083
933	3.113212984
934	3.113112617
935	3.110890037
936	3.109300289
937	3.107117073
938	3.106731808
939	3.104649239
940	3.10334992
941	3.100995834
942	3.100932158
943	3.100405473
944	3.099788619
945	3.097210093
946	3.095415646
947	3.093449027
948	3.091031973
949	3.090103629
950	3.089854064
951	3.086846136
952	3.084256691
953	3.081346961
954	3.08058336
955	3.078522573
956	3.077756634
957	3.076723582
958	3.074376665
959	3.072245343
960	3.071132009
961	3.068410453
962	3.067505186
963	3.065284704
964	3.063056953
965	3.062266708
966	3.06064439
967	3.05804552
968	3.057456355
969	3.05718327
970	3.056590323
971	3.054780337
972	3.053738955
973	3.050496507
974	3.049433332
975	3.047761182
976	3.046335775
977	3.04503337
978	3.043286804
979	3.04127382
980	3.041057722
981	3.038831297
982	3.0370112
983	3.03624092
984	3.035389157
985	3.03447703
986	3.032052304
987	3.029726685
988	3.028565895
989	3.027555365
990	3.027330896
991	3.026083075
992	3.025250906
993	3.023417246
994	3.022717481
995	3.022422724
996	3.021399668
997	3.020771049
998	3.018812089
999	3.016858219
