iter	RMSE
156	4.99885133
157	4.993061382
158	4.984796941
159	4.982117808
160	4.975767213
161	4.972158708
162	4.970416827
163	4.965358463
164	4.962924169
165	4.959585124
166	4.956216101
167	4.951159319
168	4.94453632
169	4.940480749
170	4.936400252
171	4.934153569
172	4.93143568
173	4.923231975
174	4.919781709
175	4.913687862
176	4.909010507
177	4.907401864
178	4.903532222
179	4.898030691
180	4.894282026
181	4.888238917
182	4.880917094
183	4.877771827
184	4.872846174
185	4.867764745
186	4.864675632
187	4.858088546
188	4.855492341
189	4.850484742
190	4.846576292
191	4.843562192
192	4.837201145
193	4.830550871
194	4.828406236
195	4.825683506
196	4.823210827
197	4.81733159
198	4.815187879
199	4.809558407
200	4.805042248
201	4.800289369
202	4.794403333
203	4.791808736
204	4.789033551
205	4.786257975
206	4.781324635
207	4.777567079
208	4.775670057
209	4.771238714
210	4.767163036
211	4.762261516
212	4.759586745
213	4.757337053
214	4.752398331
215	4.74909746
216	4.745476851
217	4.74046873
218	4.737373404
219	4.733146213
220	4.730240609
221	4.727764444
222	4.724538925
223	4.722053107
224	4.719185974
225	4.716067767
226	4.712810279
227	4.709235166
228	4.703795856
229	4.701278475
230	4.699640714
231	4.697633
232	4.691740764
233	4.68785917
234	4.685089189
235	4.680065072
236	4.677343483
237	4.674174125
238	4.673471518
239	4.669845423
240	4.665977207
241	4.661827545
242	4.661463638
243	4.659322969
244	4.655601023
245	4.649026763
246	4.640648016
247	4.638493643
248	4.63324677
249	4.630322019
250	4.626722454
251	4.622555769
252	4.61801164
253	4.615675215
254	4.613057059
255	4.609672898
256	4.604076792
257	4.601420016
258	4.597830262
259	4.593835685
260	4.58961433
261	4.587238368
262	4.58132248
263	4.575367884
264	4.569711765
265	4.565186677
266	4.563890829
267	4.561280578
268	4.558461856
269	4.553836392
270	4.548837889
271	4.544305574
272	4.541300334
273	4.539191211
274	4.534883945
275	4.533208844
276	4.527230703
277	4.522950123
278	4.519951744
279	4.513968198
280	4.511863081
281	4.509103442
282	4.506937741
283	4.505378884
284	4.498579691
285	4.497871789
286	4.495783824
287	4.494039583
288	4.490960512
289	4.485756127
290	4.483739808
291	4.477510825
292	4.473433933
293	4.468070215
294	4.465163025
295	4.463508048
296	4.45707207
297	4.451492249
298	4.445122069
299	4.443839238
300	4.440717417
301	4.436507736
302	4.432525152
303	4.429299942
304	4.42590208
305	4.419111919
306	4.416199081
307	4.411036111
308	4.407243536
309	4.403978298
310	4.401614828
311	4.397320279
312	4.394155475
313	4.389633285
314	4.384825006
315	4.383041633
316	4.381304767
317	4.376623358
318	4.371639817
319	4.370337816
320	4.368667657
321	4.366599395
322	4.365871536
323	4.363677072
324	4.360306659
325	4.356558574
326	4.35133337
327	4.350407437
328	4.349493368
329	4.345683998
330	4.342257407
331	4.340847046
332	4.34038723
333	4.336360374
334	4.332044812
335	4.328813627
336	4.327319225
337	4.326502962
338	4.322478891
339	4.320398931
340	4.316794452
341	4.312869219
342	4.309427867
343	4.30528051
344	4.304245687
345	4.302152652
346	4.297750819
347	4.29642295
348	4.292502706
349	4.288419458
350	4.286183804
351	4.285053909
352	4.283715788
353	4.282378412
354	4.280986174
355	4.280538889
356	4.277373148
357	4.274630263
358	4.27044938
359	4.265188545
360	4.26359506
361	4.260735496
362	4.256718784
363	4.253455044
364	4.247774546
365	4.246903958
366	4.242608857
367	4.240068573
368	4.238753552
369	4.235413341
370	4.22973008
371	4.224177319
372	4.220882595
373	4.220025524
374	4.214989367
375	4.213096014
376	4.209498445
377	4.203458254
378	4.198640321
379	4.198258115
380	4.195040023
381	4.193307903
382	4.190915871
383	4.188668733
384	4.18364168
385	4.182187383
386	4.181825418
387	4.179187315
388	4.176293162
389	4.173139216
390	4.171263593
391	4.166846864
392	4.16232749
393	4.157436753
394	4.155902152
395	4.15394759
396	4.153021353
397	4.150996539
398	4.14621667
399	4.143531923
400	4.139924509
401	4.137033301
402	4.13359616
403	4.12944741
404	4.126892216
405	4.123222843
406	4.120805968
407	4.120496699
408	4.116542716
409	4.113654383
410	4.109129146
411	4.10576641
412	4.101237442
413	4.097714613
414	4.094511208
415	4.091828701
416	4.089047633
417	4.086962063
418	4.084574981
419	4.081944434
420	4.081575837
421	4.075593518
422	4.074129039
423	4.071012538
424	4.067694876
425	4.064531928
426	4.062122342
427	4.059213187
428	4.058392029
429	4.056098533
430	4.051865133
431	4.049107965
432	4.044741196
433	4.041733867
434	4.037200431
435	4.035087244
436	4.030714741
437	4.030409896
438	4.02725949
439	4.023986649
440	4.019981709
441	4.018055237
442	4.017415565
443	4.016612383
444	4.01548124
445	4.012927202
446	4.012621654
447	4.012205866
448	4.009684853
449	4.00827184
450	4.004315738
451	4.001770391
452	3.999426683
453	3.998050832
454	3.993136558
455	3.990696454
456	3.986618981
457	3.98495126
458	3.984663826
459	3.981557573
460	3.97779439
461	3.975022443
462	3.971602798
463	3.97091764
464	3.966710298
465	3.962942653
466	3.961694692
467	3.961468819
468	3.958852489
469	3.954351408
470	3.954124404
471	3.950383278
472	3.948729011
473	3.947155189
474	3.944896103
475	3.944636137
476	3.942145474
477	3.937118529
478	3.934780823
479	3.932036356
480	3.927981031
481	3.923615828
482	3.919802966
483	3.913493042
484	3.910724602
485	3.906580052
486	3.904033588
487	3.899168368
488	3.895508657
489	3.893203709
490	3.891174911
491	3.890513618
492	3.888955366
493	3.886011525
494	3.882811054
495	3.878692599
496	3.876874692
497	3.872992952
498	3.871317953
499	3.870541075
500	3.868087639
501	3.867396303
502	3.865592412
503	3.861350669
504	3.86114463
505	3.860490723
506	3.858664476
507	3.857457575
508	3.857219357
509	3.853942116
510	3.851242702
511	3.848115993
512	3.845347318
513	3.841907527
514	3.841680266
515	3.839557285
516	3.839092775
517	3.834404521
518	3.83102524
519	3.827315206
520	3.825082785
521	3.821447825
522	3.819447128
523	3.816809769
524	3.813576222
525	3.813339487
526	3.810589134
527	3.810315854
528	3.809067307
529	3.805053736
530	3.800011265
531	3.796981238
532	3.796673454
533	3.795745408
534	3.794071376
535	3.7911359
536	3.790104062
537	3.787438244
538	3.783398393
539	3.781683476
540	3.780635204
541	3.777038337
542	3.775100844
543	3.774877054
544	3.772393588
545	3.768526866
546	3.768047168
547	3.765506417
548	3.763293781
549	3.762524616
550	3.76108006
551	3.758841587
552	3.754948966
553	3.751534269
554	3.747927296
555	3.744642249
556	3.742623785
557	3.739434309
558	3.737012078
559	3.732929618
560	3.731963289
561	3.729199861
562	3.726226649
563	3.723027984
564	3.720865645
565	3.718201106
566	3.715547937
567	3.712077146
568	3.711068001
569	3.709388947
570	3.70520469
571	3.702733147
572	3.699564037
573	3.697007505
574	3.696619651
575	3.694063579
576	3.689323648
577	3.685926179
578	3.684409165
579	3.682956875
580	3.682233628
581	3.680113234
582	3.679677117
583	3.676839903
584	3.676151546
585	3.672404586
586	3.66969626
587	3.665457678
588	3.663930402
589	3.662021507
590	3.658956849
591	3.656570233
592	3.653051242
593	3.650721965
594	3.646610831
595	3.644187816
596	3.641449225
597	3.640066414
598	3.639185979
599	3.638638282
600	3.636844266
601	3.634748265
602	3.633078442
603	3.632878409
604	3.632392944
605	3.630559794
606	3.629330446
607	3.626655846
608	3.623319205
609	3.620337383
610	3.617366004
611	3.615216081
612	3.613948703
613	3.613271333
614	3.611008912
615	3.609230585
616	3.606525732
617	3.60308637
618	3.601352737
619	3.599284956
620	3.596738516
621	3.596674435
622	3.594311843
623	3.593605858
624	3.590401513
625	3.586925441
626	3.583496231
627	3.581341823
628	3.579042208
629	3.576013357
630	3.5729749
631	3.571329771
632	3.567421658
633	3.566712728
634	3.566307199
635	3.566118748
636	3.563828131
637	3.562301043
638	3.560201661
639	3.558132988
640	3.557779785
641	3.556177788
642	3.552404594
643	3.549459798
644	3.546758703
645	3.543248782
646	3.540059842
647	3.538079755
648	3.535651762
649	3.53312476
650	3.530940823
651	3.528052387
652	3.52715519
653	3.523801111
654	3.52168576
655	3.51912139
656	3.517373244
657	3.515638905
658	3.515149852
659	3.513731249
660	3.513563238
661	3.513408215
662	3.511320034
663	3.508560956
664	3.505910843
665	3.504338843
666	3.502058882
667	3.498849721
668	3.496801226
669	3.496468625
670	3.494882899
671	3.491875411
672	3.48862528
673	3.486473262
674	3.483855992
675	3.483686441
676	3.481213521
677	3.477239782
678	3.47524975
679	3.472718693
680	3.472549138
681	3.472272606
682	3.470029209
683	3.469844201
684	3.46789262
685	3.466997088
686	3.463987248
687	3.463755632
688	3.463632226
689	3.459867728
690	3.457569421
691	3.456700627
692	3.453808839
693	3.451343269
694	3.448932203
695	3.447638865
696	3.445952191
697	3.444097541
698	3.442190429
699	3.437617113
700	3.433914822
701	3.431550623
702	3.429169968
703	3.429070585
704	3.42658647
705	3.425652642
706	3.423259587
707	3.423032908
708	3.421643116
709	3.419491246
710	3.417705342
711	3.417657745
712	3.417564368
713	3.415849682
714	3.414450106
715	3.412612007
716	3.410330695
717	3.409912176
718	3.409794101
719	3.407240244
720	3.407042925
721	3.405006994
722	3.402279142
723	3.398775575
724	3.395900291
725	3.393250667
726	3.392060734
727	3.390210057
728	3.389165169
729	3.388548213
730	3.388441428
731	3.385522783
732	3.383399499
733	3.381365602
734	3.379252027
735	3.37807328
736	3.376362417
737	3.375000487
738	3.374652039
739	3.373023085
740	3.372821688
741	3.371367628
742	3.369605037
743	3.369496031
744	3.368574674
745	3.367166118
746	3.365570532
747	3.363626443
748	3.363537816
749	3.362182751
750	3.359573409
751	3.358048858
752	3.356424309
753	3.35498685
754	3.35390483
755	3.34996858
756	3.349680728
757	3.347906226
758	3.346177903
759	3.343365056
760	3.343102956
761	3.340185393
762	3.338749009
763	3.336018178
764	3.334939498
765	3.330988465
766	3.32867211
767	3.32769907
768	3.325119641
769	3.325008149
770	3.324870586
771	3.322819513
772	3.319190533
773	3.316899356
774	3.314729175
775	3.311038803
776	3.310949597
777	3.309036816
778	3.308346445
779	3.308178316
780	3.305630789
781	3.303176742
782	3.301439286
783	3.301144091
784	3.298580827
785	3.298300015
786	3.297846331
787	3.295210445
788	3.29341569
789	3.291463328
790	3.289923695
791	3.28686394
792	3.285426019
793	3.282514178
794	3.280793573
795	3.278355205
796	3.276506798
797	3.274651883
798	3.274212845
799	3.273999396
800	3.272616803
801	3.271358899
802	3.269572182
803	3.266430787
804	3.266274647
805	3.264593012
806	3.262721943
807	3.261413383
808	3.261321975
809	3.260274069
810	3.259983799
811	3.25973489
812	3.258097545
813	3.257049679
814	3.253756587
815	3.253677692
816	3.252651706
817	3.250716166
818	3.248933116
819	3.247544751
820	3.247203456
821	3.245232781
822	3.243256104
823	3.241779928
824	3.23859938
825	3.238316242
826	3.238062109
827	3.236389933
828	3.235817829
829	3.234072227
830	3.233157116
831	3.231439716
832	3.228919808
833	3.226818952
834	3.225344276
835	3.225134623
836	3.223423116
837	3.223380676
838	3.222135714
839	3.219365927
840	3.219166098
841	3.215306556
842	3.212889347
843	3.211956418
844	3.209254623
845	3.206354944
846	3.204941139
847	3.203363967
848	3.199721651
849	3.197524396
850	3.196142225
851	3.194773832
852	3.192444587
853	3.190590923
854	3.189020006
855	3.186914838
856	3.185223273
857	3.183424941
858	3.18337842
859	3.181055908
860	3.181015053
861	3.180118308
862	3.179647776
863	3.17801627
864	3.17578626
865	3.173487168
866	3.17332352
867	3.172533226
868	3.170702781
869	3.170124742
870	3.168213457
871	3.167563575
872	3.164821852
873	3.162283167
874	3.160328669
875	3.159241522
876	3.15784372
877	3.157779049
878	3.157612436
879	3.156813103
880	3.155936021
881	3.152145574
882	3.150439613
883	3.147482935
884	3.146533504
885	3.145470049
886	3.145428733
887	3.145011778
888	3.144145255
889	3.142892474
890	3.140641299
891	3.137832764
892	3.136311104
893	3.133597347
894	3.133520266
895	3.131804859
896	3.130760039
897	3.128609019
898	3.128363738
899	3.128299064
900	3.126061693
901	3.123695815
902	3.120626644
903	3.120426515
904	3.119533685
905	3.117821327
906	3.115556721
907	3.114327308
908	3.112994142
909	3.112785631
910	3.110746713
911	3.108902311
912	3.106499846
913	3.106328375
914	3.103879597
915	3.100783286
916	3.100223765
917	3.100073106
918	3.099533939
919	3.097787132
920	3.095961593
921	3.095242343
922	3.093147355
923	3.091612689
924	3.08909903
925	3.089045522
926	3.088556339
927	3.085959634
928	3.084438699
929	3.083493284
930	3.082776524
931	3.082691326
932	3.080956979
933	3.07937623
934	3.078035778
935	3.077778162
936	3.077096965
937	3.075582563
938	3.074420585
939	3.074358605
940	3.071915085
941	3.070844877
942	3.067543686
943	3.067378815
944	3.066370479
945	3.064845891
946	3.064716476
947	3.062586792
948	3.062400994
949	3.061756786
950	3.059408017
951	3.05865561
952	3.057083339
953	3.056616892
954	3.056568356
955	3.053774966
956	3.051993864
957	3.050345592
958	3.048853749
959	3.048285826
960	3.046600523
961	3.044262975
962	3.042661994
963	3.040386495
964	3.03939256
965	3.036156337
966	3.034747523
967	3.033373048
968	3.033229173
969	3.032342806
970	3.030161198
971	3.027499921
972	3.026181376
973	3.025333459
974	3.024270661
975	3.022977913
976	3.020737823
977	3.019835213
978	3.018133208
979	3.018069537
980	3.01708971
981	3.015678925
982	3.015119614
983	3.013053097
984	3.012997455
985	3.011828113
986	3.010273365
987	3.009370747
988	3.009141166
989	3.008916958
990	3.007161183
991	3.006455831
992	3.004704612
993	3.002782852
994	3.002628005
995	3.00063609
996	2.998607865
997	2.997311231
998	2.996212194
999	2.993945679
